****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
daphne		In the kitchen.
jordy		I'll make some for us.
daphne		I'll get my clothes.
jordy		No!  Get back!  GET BACK!!!
daphne		That's not mine!
jordy		Don't!  It'll suck the flames toward us!
daphne		Oh my G-d!  Oh my G-d!
jordy		Calm down.  Get a hold of yourself!  Get down!
daphne		Pouring it out!
oleg		This is great film!  You can see fire right now - Daphne is in fire - Fire Marshal is here.  Everything is so messy.  Everything is so crazy right here!  Look at this fire!  We made it! 90% of people who die in fire die from eating smoke.  So most likely they all die from eating smoke.
jordy		Get back!  Get out of the bathroom! Run!
jordy		It's okay.  I'm a fireman.  I'm going to help you.  Get back!  Now!
garcia		Jordy!  What the hell happened?!
korfin		Are you alright, man?  Lemme see the hand!
jordy		Where's Daphne?  Daphne?
voice		Isn't she a beauty?  She's my fire, look at that loom-up on her!
max		I did this!  I did this!  Take my picture!  I'm Max!  Max Gornick!
jordy		Get outta here!
korfin		What the hell happened?
jordy		They were inside.  They booby trapped her apartment!
duffy		What the hell are you talking about??? They're gonna do what?
tommy		Where is he?!  Where is Hawkins?!
maggie		He's not on the premises!
leon		I want the tape.  Go get it and bring it here this minute.
maggie		Any request for the video must be directed to "Top Story's" attorney - Bruce Cutler.  I'll be happy to give you his number.
leon		Lady, if you put Eddie's murder on TV, I'll get a warrant for your arrest and shove it so far up your ass it'll come outta your mouth!
maggie		I want your shield number!
maggie		 You want the tape?  There it is!
hawkins		What we are about to broadcast is very graphic footage...
emil		America!  Who says you can't be success in America?  I arrived with nothing, knowing nobody - now look - I am a success story!
oleg		You are success story?  I am success story!  Why do you say I and not we?
emil		Oleg, don't be paranoid.  You got a hundred-fifty thousand dollars, didn't you?  I gave you half of what they gave me.  Look - here we are!
oleg		In movie they make of us, who do you think would act me?
emil		The one who got caught in the bathroom.  George Michael.
oleg		I'm serious.
emil		Shut up.  Look!
emil		Bad last moment - I cut it out.
oleg		Be quiet.  Watch.
emil		Die.  Die.
emil		Why did you leave that stuff in about you being the director?
oleg		Because I am the director.  Don't you realize, if it wasn't for my film, for my talent, my idea to do this - no way would we be sitting here right now.
emil		Your idea?  I thought it was my idea.
oleg		I'm serious...this - this is a great American film.  Full of violence and sex.  And I want my credit.
emil		Credit?
oleg		Yes.  Before we hand in the next video - I put titles on it and my credit is going to read - Directed by Oleg Razgul.
emil		Yes.  But there's only one problem - you want credit but the problem is - I don't share credit.
oleg		No, I don't get that!
emil		You think you are a director?  You are a fucking little, small Russian piece of shit.  And I hate you.  I fucking hate you.
cutler		I'm not your lawyer until I see the money.
emil		Here.  I have your money.
cutler		 Emil.  Take it easy.  Stay with me.  Sit down.  What do you need?  What are you looking for?
emil		He has the camera!  He took the movie!
jordy		Don't move!  Don't move!  Get your hands up!  Drop it!
emil		I give up!
cutler		This man is unarmed, officer.  He's surrendered.
jordy		Turn that camera off!
emil		No.  Keep filming...
cutler		 Don't say anything.
emil		Where are we going?
cutler		I'm coming with you.
emil		Yes.  Yes, come with me!
cutler		 I'm invoking rights - this man is represented by counsel.  I'm coming with him.
jordy		Turn that camera off!
leon		I'll take him.
jordy		No way!  He's mine!
leon		 We're takin' him.  Don't argue!
jordy		He's my collar!
leon		Well, he killed my partner!
jordy		He's yours but I take him in!  I'll drive him to the precinct, you can have him but I'm walkin' him in.
leon		Okay, kid, have your 15-minutes.  I'll follow you.  Tommy, you ride with him!
cutler		Don't say a word.  Don't respond to his taunting!  He's represented by counsel.  You want to speak to someone - you speak to me!
tommy		Out of the way, counselor.
cutler		Don't you put your hands on me, Detective.
leon		And you, you'll pay for what you did!
hawkins		 This footage will work in your favor. When the jury sees this - no matter what Cutler tries, they'll convict him.
leon		You outta be ashamed.  Ashamed of yourself.
hawkins		If I didn't put it on somebody else would!  I was his friend!
leon		Don't give me that fucking shit.
murphy		Don't get into it on TV.
leon		 Alright, let's get going!
tommy		What are you doin'?  You're gonna lose everybody!
tommy		Jordy...??? Listen to me.  You can't do this.  This isn't the way to do things.
jordy		Were you a fireman?  That how you knew how to rig the apartment?
emil		My father was.  He gave me many lessons about fire.  Now it's my friend.
jordy		Tommy, take a walk.
tommy		What are you gonna do?
jordy		Don't you get it?  He knew he was gonna get caught!  That's why he videotaped Eddie's murder - he thinks he's gonna get off.
tommy		Don't stoop to his level!
jordy		Take the car.  Get outta here, Tommy.
tommy		Look, you can't shoot him in cold blood.
jordy		 GET OUTTA HERE NOW!!  GET IN THAT CAR AND DRIVE AWAY!!!  DO WHAT I SAY OR I'LL KILL YOU, TOO!!!
emil		You can't kill me.  You're not a cop. Just fireman with a gun.  I bet you never shot anybody in your life.
jordy		You'll be my first.
emil		C'mon.  Pull the trigger.  Do it.  Oh, look, you're sweating.  You don't have the balls.
jordy		Get down on your knees.
emil		The Sheraton!  On Broadway!  Room 210. Go get Oleg.  He'll kill you.
leon		Gimme your gun, Jordy.  We all want him dead but you can't do it this way.
waiter		Do you really need me?
jordy		Keep your mouth shut.  Don't mess this up.
hooker's voice		Who's there?
waiter		 R-room service.
hooker		Come in.
oleg		Look at that.  See that shot!  Seamless. No cuts.  And look.  Look at that transition. That's filmmaking!!  Isn't it great?!
jordy		Don't move!
jordy		STOP!  STOP THAT MAN!
ticket taker		Hey, come back here!
jordy		Where is he?  Where'd he go?
ticket taker		Middle door.
drunk's voice		Kill him!  Kill the bastard!
audience		Shoot him!  SHOOT!
oleg		Look!  Over here!
jordy		Everybody down!  Stay DOWN!
cutler		My client, Mr. Slovak, is a victim. What's happened is not his fault.  Emil was under the influence of his partner. At the trial, you'll see that my client will be vindicated...
cutler		I brought you some letters.  It's really fan mail.  Women mostly.  One wants to buy you clothes, another sent a check. Another wants a check.
emil		You bring the cigarettes?
cutler		Oh, sure.
emil		I was all of these.
cutler		Well, you didn't appreciate the severity of it until recently.  No question about that.
emil		What about Oleg?
cutler		Disappeared.  They're looking everywhere.  Maybe he went back to Czechoslovakia.
emil		No, he is here.  Shit...
cutler		Don't worry about him.  Think about yourself.
emil		What about my movie rights?  Book rights?
cutler		Look, I haven't really focused on that kind of thing.
emil		What's your cut?  How much?
cutler		I would say...half.  Half is fair.
emil		 No.  No way.
cutler		But it's...
emil		Thirty-percent.  No more.  Or I call another lawyer.  This is the biggest case of your life.  Don't try to negotiate.  Thirty percent.  Say yes or no.
cutler		This is not about money, Emil.  I need your trust in me.
emil		What else do you need?
cutler		I need to know about your background.  I need to know about your upbringing.  Why you're here.
emil		 Give me another one, please.
cutler		Tell me about yourself.  What you did as a young boy... what your parents were like.
emil		My father always degraded me.  Killed my self-esteem.  And my mother was blind.
cutler		Your mother was blind?
emil		Yeah, she went blind giving birth to me. She went to fucking black market doctor to induce me.
cutler		Back in the Czech Republic?
emil		Yeah, yeah...bad doctor gave her bad drugs which made her go blind.  And my father blamed me for her blindness...
cutler		Your father blamed you for your mother's blindness?
emil		Yeah, he hated me from day when I was born.  Put it out.  Can you put the cigarette out?
cutler		Your father put cigarettes out on you?
emil		Out on my back when I was a small boy.
cutler		Can I see your back?
emil		I'm abused.  Don't you think?
cutler		I don't think it's abuse, I think it's torture.
duffy		The public doesn't have any idea what we do and now you're going to define our image!  This is going to be our Rodney King!
jordy		What was I supposed to do?  The guy tried to mug me.  I was gonna send a cop back - I just forgot.
duffy		Forgot?  You handcuffed a civilian to a tree?!
jordy		Chief - I know I screwed up - but this guy was no innocent civilian.
duffy		Well this is gonna end your career and probably mine.
jordy		End my career?
duffy		How are you going to fight this?  Maybe if Oleg hadn't gotten away and you'd been on the front page, as a hero, this thing would be easier to fight.  You'd have the good to weight against the bad! It's unfortunate that I have to make decisions based upon your press coverage but there's nothing I can do!  Gimme your shield.
jordy		But Chief?  Over this??
duffy		There's nothing to talk about.  Get a good lawyer.  You're suspended until your trial.
stern		 Look, what don't you understand?  We've got a good relationship with the Czech's and the State Department doesn't want to cause an incident.
jordy		But the D.A. needs her as an eyewitness!
stern		They've got her testimony on videotape. And even if they do take her to court immediately after she'll be extradited. The Czechs want her back.  She shot a cop!  I mean, Christ, man, what if Emil Slovak and Oleg Razgul fled to the Czech Republic?  How would you feel if the Czechs wouldn't give them back to us?!
jordy		We're gonna fight the extradition.
daphne		Forget about me.  You have enough problems of your own.
jordy		...Do you really want me to forget about you?
