****Dialogues from script :Miami_Vice.txt****

first draft		9/22/04 WGAw
michael		I just want to be alone.  Is that okay?
michael		Maybe I'll go back to New York. Hang with you for awhile, huh? Ben'll understand.
michael		Or we'll go somewhere.  If you have the time.
julianne		If San Antonio sweeps Sacramento...
julianne		I've never been to Texas.
michael		Thanks for coming to my wedding.
julianne		Hey, handsome.  Brevity this...
julianne		 I won.
julianne		Amazing, huh?  I didn't do things quite your way.  But... I got it down.
julianne		And forty years and nine grand- children later, when I sit with Michael on some rustic porch, slogging through our sweet swamp of nostalgic memories...
julianne		No one is going to sweet the details...
julianne		Of one weekend in Chicago.
julianne		Talk about celebration...
julianne		I'm gonna brush my teeth with actual toothpaste.
julianne		I guess I'm too exhausted to feel the elation I so richly undeserve...
julianne		So I'm gonna hold calls at the desk... while I get my...
julianne		 God, it is toothpaste, they should sell this stuff commercially! Anyway, a girl does need her...
julianne		... well, we're a bit past worrying about beauty sleep. Let's just settle for not frightening small animals.
julianne		Anyway, I couldn't have done it without you.  Even though I did, if you follow that.
julianne		Three words:  Happily.  Ever. Well, you know.
julianne		 You're going where?
isabelle		Jules.  We're so glad you slept in.
isabelle		Now, you have a choice.  The idea is bride and groom shouldn't see each other on the magic day...
isabelle		So Michael stays put in the garden. Kimmy stays in here...
julianne		She looks tense.
isabelle		 Nerves.  I would never have guessed.
julianne		I had the craziest dream last night?  Walter and Kimmy had asked your boss to...
michael		Look, I came down here to face everybody.  I didn't want to slink away like some coward...
julianne		But the Scotch salmon was so fucking good, you decided to stay for brunch!
michael		She hasn't told anybody, what am I supposed to do?
julianne		Get married, apparently.
julianne		What the hell are you thinking of, the goddamn wedding is SIX O'CLOCK!!
michael		This is her family and her fault.
julianne		And your point?
michael		 Well.  How come she didn't...
julianne		BECAUSE SHE'S AS CHICKENSHIT AS YOU ARE, YOU MORONS ARE MADE FOR EACH OTHER.
michael		Hey.  This is a serious matter.
julianne		I'll be right back.
kimmy		Look at all this beautiful food, so lovingly prepared...
julianne		They'll eat it anyway, you ever been to a walk?
julianne		You guys want to give us a minute?
julianne		We'd like to be alone with our pork.
kimmy		How's he doing?
julianne		Who?  The jerk who's running your life?
kimmy		This must be... very, very, hard on him.
julianne		What with the psychosis and all, yeah.
julianne		When are you gonna come clean with your folks?
kimmy		Don't you see...
julianne		If you're waiting for "Do you take this man?", that's considered poor form.
kimmy		... that this is all my fault?
kimmy		Whatever delusions I drove him to, there is truth at the heart of it. I want him to work for my father. I want to stay in school.  I want a life of my own!
julianne		Yeah, well, lots of couples are imcompat...
kimmy		I love him.
kimmy		Tell him it's my fault and that I love him.
julianne		I'll be right back.
michael		How is she?
julianne		KNOCK IT OFF!!!
stoner kid		 YES, SIR!
michael		I asked you...
julianne		She admits it's her fault.
michael		Do you think she still loves me?
julianne		Sure, she does.  She's crazy about you.
michael		I keep asking, how can I explain what happened? And I keep getting that same answer all night long.
michael		I can't.  And it doesn't matter. I drove her to it, because I want things my way.  And even if she did something tricky and unfair... she was blinded by love, okay?
julianne		Does that make it right...
michael		Love doesn't have to be right. It just has to be love.
michael		She's giving up half her life for me, and I'm bitching because it hurts her.
stoners		 Sail on silver girl Sail on by...
michael		She's a saint!  And I'm a worthless ingrate!
stoners		 Your time has come to shine, All your dreams are on their way...
michael		Tell her.  I'll marry her at six o'clock, if she'll still have me.
julianne		I'll be right back.
kimmy		 So.  What did he say?
julianne		He said.  Marry me.
michael		 Thank God you were here.
julianne		 Oh, yeah.
michael		I was so confused, so conflicted, so... unstable.
julianne		Well, it happens.
michael		I might have thrown away...
julianne		... your one chance for true happiness?
michael		... yeah, that.
julianne		You never want to do that, see, that's always a... costly turnover.  As they say in the sport biz.
michael		 Are you okay?
julianne		The Big Hurt, huh?
michael		Nellie Fox.  Walter likes the past.  And he likes the little guys.
julianne		Got a minute?
julianne		Why is the dance floor by the gazebo?
michael		Kimmy's idea.  She thought it would be such a romantic place. For our wedding dance.
michael		What's up?
julianne		Shhh.
julianne		I have to say this quick, okay, or I'll have this massive coronary and you'll never have to hear it.  Which you need to. Does that make any sense at all?
michael		Jules, what's wrong...
julianne		This is the dumbest thing I will ever do.  So dumb, in fact, that I can't.  I don't think.
julianne		Michael, I love you.
julianne		I've loved you for nine years, but I was too arrogant and scared to realize it.  Now I'm just scared.
julianne		I know this comes at an inopportune time, but I have to ask this one really gigantic favor, okay?
julianne		Choose me.  Marry me.  Let me make you happy.
julianne		I know.  It sounds like three favors.
julianne		But when you think about it...
julianne		MICHAEL, DON'T, YOU'LL NEVER CATCH HER!!
julianne		SHE HAS TOO BIG A LEAD AND SHE DRIVES LIKE A RABID ANIMAL!!!
julianne		 DOESN'T ANYBODY LEAVE KEYS ANYMORE?  WHATEVER HAPPENED TO TRUST??
julianne		IT IS NOT GOING WELL!
julianne		THIS IS WHAT COMES OF TELLING THE TRUTH!
julianne		OR EVEN PART OF IT!
julianne		GETTING WHAT YOU DESERVE IS NOT FAIR!
julianne		AND I HATE TALKING TO YOUR MACHINE!
julianne		MICHAEL!!
julianne		NNNOOOO!!!
julianne		 Don't speak!
michael		Uh.  I saw that moving...
julianne		DON'T SPEAK!
julianne		I have to make a confession. Another confession.  Besides that I love you.  This is even worse.
julianne		The E-mail?  You thought Walter sent your boss?  I wrote that.
michael		You're not saying you actually... you're saying that y...
julianne		 ... wrote it, yeah.  I'm the bad guy.
michael		ARE YOU CRAZY?
michael		ARE YOU ABSOLUTELY INSANE??
michael		ARE YOU ON DRUGS???
michael		 I mean, do you realize what you've... well, of course you realize, that's why you're confessing, I mean... I mean... how could you do that?
julianne		I didn't know it would get sent.  I just wanted you to... get mad at Kimmy... and...
julianne		I've done nothing but slimy, underhanded, despicable, not even terribly imaginative, things.  Ever since I got here.  Trying to...
julianne		... to win you.  To win you back.
julianne		And I was blinded by love. Like you said.
julianne		But that doesn't excuse any part of it.  I am pond scum.
julianne		Actually.  Lower.  I am the fungus that feeds on pond scum.  Lower. The layer of mucous that cruds up the fung...
michael		Lower.
julianne		 Lower.
michael		The pus that infects the mucous that cruds up the fungus.
michael		 On the other hand, thank you.
michael		For loving me that much, that way.
michel		It's pretty flattering.
julianne		Except it makes me fungus.
michael		Well, that part I knew.
julianne		So you have to marry Kim. Because she will actually make you happy.  I, in contrast, am a shallow, neurotic psychopath, with relatively little to offer.
julianne		Kim.  Nod your head.  Do as you're told.
julianne		Just promise you'll never tell me who you would have chosen. If I hadn't confessed.
julianne		Cos if you would have chosen me. Then I threw away a perfectly good life.  Just to be a decent person.  Which is a questionable trade-off.  Right?
julianne		And if you would have chosen some 20-year-old punk over me. I'd have to kill myself.
michael		 I'll take it to my grave.
julianne		I'm so glad you didn't jump on that train, before...
michael		I came here, looking for her.
julianne		Why would she come here...
michael		This is where I proposed.
michael		I had to cover a game in Milwaukee.  She saw me off. And when the train started to leave... I jumped up on the step, I help the handle, and without...
michael		... without a thought in my head. I shouted, "Marry me."
michael		And she gasped, and covered her mouth, and the train was pulling out, and suddenly she screamed YES!  Just once.  And blew me a kiss.
