****Dialogues from script :10_Things_I_Hate_About_You.txt****

rider		Hey -- sorry.
kaffee		I've been asked out on dates before, and that's what it sounded like.
jo		Do you like seafood? I know a good seafood place.
jo		My third case was a Drunk and Disorderly. The trial lasted nine weeks. I rounded up 31 people who were in the bar that night.
kaffee		Nine weeks on a D and D? What was the prosecutor offering?
jo		15 days.
kaffee		 Well, you sure hustled the shit outta him.
jo		After that, they moved me to internal affairs.
kaffee		Tough to blame them.
jo		Where I've earned two distinguished service medals and two letters of commendation.
kaffee		Why are you always giving me your resume?
jo		Because I want you to think I'm good lawyer.
kaffee		I do.
jo		No you don't.  I think you're an exceptional lawyer. I watch the jurors, they respond to you, they like you. I see you convincing them. I think Dawson and Downey are gonna end up owing their lives to you.
kaffee		 We'll keep doing what we're doing, and we'll put on a show, but at the end of the day, all we have is the testimony of two people accused of murder.
jo		We'll find Markinson.
kaffee		Jo, we're gonna lose. And we're gonna lose huge.
kaffee		Corporal Howard, name some reasons why a marine would get a code red?
howard		Being late for platoon or company meetings, keeping his barracks in disorder, falling back on a run...
kaffee		Have you ever received a code red?
howard		Yes sir. We were doing seven man assault drills, and my weapon slipped. It's just cause it was over a hundred degrees and my palms were sweaty and I'd forgot to use the resin like we were taught.
kaffee		And what happened?
howard		That night the guys in my squad threw a blanket over me and took turns punching me in the arm for five minutes. Then they poured glue on my hands. And it worked, too, 'cause I ain't never dropped my weapon since.
kaffee		Was Private Santiago ever late for platoon meetings?
howard		Yes sir.
kaffee		Was his barracks ever in disorder?
howard		Yes sir.
kaffee		Did he ever fall back on a run?
howard		All the time, sir.
kaffee		Did he ever, prior to the night of August 6th, receive a code red?
howard		No sir.
kaffee		 Never?
howard		No, sir.
kaffee		You got a code red 'cause your palms were sweaty. Why didn't Santiago, this burden to his unit, ever get one?
howard		Dawson wouldn't allow it, sir.
kaffee		Dawson wouldn't allow it.
howard		The guys talked tough about Santiago, but they wouldn't go near him. They were too afraid of Dawson, sir.
ross		Object. The witness is characterizing.
kaffee		I'll rephrase. Jeffrey, did you ever want to give Santiago a code red?
howard		Yes sir.
kaffee		Why didn't you?
howard		'Cause Dawson'd kick my butt, sir.
kaffee		Good enough. Lt. Ross is gonna ask you some questions now.
ross		Corporal Howard, I hold here The Marine Guide and General Information Handbook for New Recruits. Are you familiar with this book?
howard		Yes sir.
ross		Have you read it?
howard		Yes sir.
ross		Good.  Would you turn to the chapter that deals with code reds, please.
howard		Sir?
ross		Just flip to the page in that book that discusses code reds.
howard		Sir, you see, Code Red is a term we use -- it's just used down at GITMO, sir. I don't know if it actually --
ross		We're in luck, then. The Marine Corps Guide for Sentry Duty, NAVY BASE Guantanamo Bay, Cuba. I assume we'll find the term code red and its definition in this book, am I correct?
howard		No sir.
ross		No? Corporal Howard, I'm a marine. Is their no book, no manual or pamphlet, no set of orders or regulations that let me know that, as a marine, one of my duties is to perform code reds?
howard		 No sir. No books, sir.
ross		No further questions.
kaffee		Corporal, would you turn to the page in this book that says where the enlisted men's mess hall is?
howard		Lt. Kaffee, that's not in the book, sir.
kaffee		I don't understand, how did you know where the enlisted men's mess hall was if it's not in this book?
howard		I guess I just followed the crowd at chow time, sir.
kaffee		No more questions.
randolph		Corporal Howard, you can step down.
howard		 Thank you, sir.
kaffee		Seven tonight, we'll do a final Kendrick review. I want to slam- dunk this guy.
kaffee		Hey, Luther.
luther		Admiral, how's the big case goin'?
kaffee		Nose to the grindstone.
luther		No flies on you.
kaffee		A rolling stone gathers no moss.
luther		Yeah, well it ain't over til the fat lady sings.
kaffee		Ain't that the truth. Catch you tomorrow.
kaffee		Jesus fucking Christ!!--
markinson		You left the door unlocked.
kaffee		Scared the shit outta me.
markinson		Drive.
kaffee		Are you aware you're under subpoena?
markinson		Yes. I'm also aware that the lives of two marines are in your hands. If there was something I could do about that, I would, but since I can't, all I can do is help you. Why don't you drive, Lieutenant.
kaffee		What do you know?
markinson		I know everything.
kaffee		Was it a code red?
markinson		Yes.
kaffee		Did Kendrick give the order?
markinson		Yes.
kaffee		Did you witness it?
markinson		I didn't need to --
kaffee		Did you witness it?!
markinson		No.
kaffee		Then how do you know?
markinson		I know.
kaffee		You know shit.
markinson		He was never gonna be transferred off the base.
markinson		 Jessep was going to keep him on the base. He said he wanted him trained.
kaffee		We've got the transfer order. It's got your signature.
markinson		I know. I signed it the morning you arrived in Cuba. Six days after Santiago died.
kaffee		I'm gonna get you a deal. Some kind of immunity with the prosecutor. In about four days, you're gonna appear as a witness for the defense, and you're gonna tell the court exactly what you told me. Right now I'm gonna check you into a motel, and we're gonna start from the beginning.
markinson		I don't want a deal. And I don't want immunity.
markinson		 I want you to know, I'm proud neither of what I've done nor what I'm doing.
jo		Where is he?
kaffee		The Route 23 Best Western.
jo		I want him guarded.
kaffee		That's probably a good idea.
jo		 This is Lt. Commander Joanne Galloway.
kaffee		Clearance code?
jo		Thank you.
kaffee		 I don't have a clearance code. Do you have a --
jo		 It's Jo Galloway. I need to secure a witness.
kaffee		He also said that Jessep's lying about the transportation off the base. Jessep said six the next morning was the first flight Santiago could've left on, Markinson says there was a plane that left seven hours earlier.
jo		Damn.
kaffee		That was impressive. Did you hear what I just said about the flight?
jo		Yes.
kaffee		Sam, when a plane takes off from a base, there's gotta be some kind of record kept, right?
sam		We need the Tower Chief's Log for GITMO.
kaffee		 Get it.
jo		We're gonna win.
kaffee		Jo, don't get crazy about this. We don't know who Markinson is. We don't know what the log book's gonna say. You just concentrate on Downey. I'm gonna talk to Ross and tell him where we are.
jo		 "Kaffee's got his case now, Kaffee's got his case now."
kaffee		You are like seven of the strangest women I have ever met.
ross		That was nice work today. The redirect on Howard.
kaffee		I have Markinson.
ross		Where is he?
kaffee		A motel room in Arlington with 14 Federal Marshals outside his door. Take a sip of your drink.
ross		Damn.
kaffee		The transfer order that Parkinson signed is phoney. And Jessep's statement that the six a.m. flight was the first available is a lie, we're checking the tower chief's log. But in the meantime I'm gonna put the Apostle Jon Kendrick on the stand and see if we can't have a little fun.
ross		I have an obligation to tell you that if you accuse Kendrick or Jessep of any crime without proper evidence, you'll be subject to Court-Martial for professional misconduct. And that's something that'll be stapled to every job application you ever fill out. Markinson's not gonna hold up, he's a crazy man. I'm not saying this to intimidate you. I'm being your lawyer.
kaffee		Thanks, Jack. And I wanna tell you that I think the whole fuckin' bunch of you are certifiably insane. And this code of honor of yours makes me wanna beat the shit outta something.
ross		Don't you dare lump me in with Jessep and Markinson and Kendrick because we wear the same uniform. I'm your friend, Danny, and I'm telling you, I don't think your clients belong in jail. But I don't get to make that decision. I represent the Government of the United States. Without passion or prejudice. And my client has a case.  I want you to acknowledge that the judge advocate has made you aware of the possible consequences involved in accusing a marine officer of a felony without proper evidence.
kaffee		I've been so advised.
ross		You got bullied into that courtroom, Danny. By everyone. By Dawson, by Galloway, shit, I practically dared you. Not for a second have you believed you could win. You got bullied into that room by the memory of a dead lawyer.
